url,is_phishing,hostname
https://bafkreiaeulq2jolqjk7o7p272k3c5zyo46tvwxd37nums3argstwbz4br4.ipfs.dweb.link/?NL2J7V8KQ=LJ7P9Q2K8VbWFyLm1hcmlhb4Z7QPK2N8JmlAaW5haWwuaXQ&amp;mode=retrievalN2K7QP8LJX,1,bafkreiaeulq2jolqjk7o7p272k3c5zyo46tvwxd37nums3argstwbz4br4.ipfs.dweb.link
https://mailportalsolution.weebly.com/,1,mailportalsolution.weebly.com
intermediair.nl,0,intermediair.nl
doedar359.shop,0,doedar359.shop
birzha-akkauntov-online.ru,0,birzha-akkauntov-online.ru
https://www.lfer11lim10limpafeira16116.shop/,1,www.lfer11lim10limpafeira16116.shop
myccondo.com,0,myccondo.com
https://bafkreif5ui6nngpbzfm6guhbydjadi3ohxvtpzjuz65qdniaqw3r6mdpo4.ipfs.dweb.link/,1,bafkreif5ui6nngpbzfm6guhbydjadi3ohxvtpzjuz65qdniaqw3r6mdpo4.ipfs.dweb.link
1xslots-knt.top,0,1xslots-knt.top
hamrahmoshaver.com,0,hamrahmoshaver.com
tokyo-cdn.com,0,tokyo-cdn.com
dldshare.net,0,dldshare.net
https://customerinvoice-534998.firebaseapp.com/,1,customerinvoice-534998.firebaseapp.com
vitrineplanossaude.com.br,0,vitrineplanossaude.com.br
https://academiajoseluislopez.com/wp-content/plugins/auchen/faun/login.php,1,academiajoseluislopez.com
domainsroute.com,0,domainsroute.com
chinawutong.com,0,chinawutong.com
ca61environmentals.xyz,0,ca61environmentals.xyz
https://mail-live.net-s03.net/rf/?code=60d44fedf11f408a2fcbe7553ebc6130,1,mail-live.net-s03.net
finotivefunding.com,0,finotivefunding.com
megegyet.hu,0,megegyet.hu
truecardev.com,0,truecardev.com
https://webokgprlgrol.weebly.com/,1,webokgprlgrol.weebly.com
yadelus.ru,0,yadelus.ru
https://desbloqueo55.webcindario.com/,1,desbloqueo55.webcindario.com
https://yahhoomaiilsstedupdts.framer.website/,1,yahhoomaiilsstedupdts.framer.website
lhentai.com,0,lhentai.com
dpshop.com.tw,0,dpshop.com.tw
https://visionsfalrt.firebaseapp.com/,1,visionsfalrt.firebaseapp.com
https://tcy465yth.w3spaces.com/,1,tcy465yth.w3spaces.com
https://bafkreidft452hz4wxb73l2c7gobxongfa5cgh4oezsafaluzrfpapyznhu.ipfs.dweb.link/,1,bafkreidft452hz4wxb73l2c7gobxongfa5cgh4oezsafaluzrfpapyznhu.ipfs.dweb.link
antimesa.com,0,antimesa.com
commercepaathshala.com,0,commercepaathshala.com
dkmdji.cn,0,dkmdji.cn
22miles.com,0,22miles.com
http://grandcitygroup.com/plentyp/debmail-en/,1,grandcitygroup.com
https://700center.com/plus/dynamic/draw/msweb/jp,1,700center.com
https://registrate-aqui3.webcindario.com/?fbclid=IwY2xjawOlh2tleHRuA2FlbQIxMABicmlkETFrUm8zd1ptZjYyTnl5WEd0c3J0YwZhcHBfaWQPNTQxNjM5NDkzODg5MDI1AAEexNI6SDsEHbxZV-N0-M4gjoC1U7fPWk1uQ-xSV9MuBvM6HvVSafRSZF7jHY0_aem_aijgfTeWx2T0KKgZz1IFVA,1,registrate-aqui3.webcindario.com
maplepathway.us,0,maplepathway.us
https://apps-user868aceptis.start.page/,1,apps-user868aceptis.start.page
whiskerlabs.com,0,whiskerlabs.com
linklist.bio,0,linklist.bio
mangzx.com,0,mangzx.com
interactpulse.com,0,interactpulse.com
https://evolbithman.web.app/index.html?user=x@example.com,1,evolbithman.web.app
https://walletsuite.gitbook.io/docs/,1,walletsuite.gitbook.io
https://pub-16499d352cc14fe4b8cdf064bb205547.r2.dev/4outmanagementsecure.html,1,pub-16499d352cc14fe4b8cdf064bb205547.r2.dev
printster.co.uk,0,printster.co.uk
https://dts.ge/,1,dts.ge
sileman.net.pl,0,sileman.net.pl
augeninfo.de,0,augeninfo.de
https://simplest-sheet-555465.framer.app/,1,simplest-sheet-555465.framer.app
aviationorbit.com,0,aviationorbit.com
oxygenot.live,0,oxygenot.live
unitec.ac.nz,0,unitec.ac.nz
visionmodernhub.co.uk,0,visionmodernhub.co.uk
dieppetourisme.com,0,dieppetourisme.com
https://iadsasihy.web.app/,1,iadsasihy.web.app
tbeauxs54.com,0,tbeauxs54.com
https://arcelormittal-7c364.web.app/,1,arcelormittal-7c364.web.app
https://meta-checkpoint-blocked-accounts.start.page/,1,meta-checkpoint-blocked-accounts.start.page
alooytv8.xyz,0,alooytv8.xyz
https://t-mobile.qoyuw.cc/pay/,1,t-mobile.qoyuw.cc
https://pub-55d2437597224e659c8576f31ea5f243.r2.dev/index.html,1,pub-55d2437597224e659c8576f31ea5f243.r2.dev
hosted-by-mvps.net,0,hosted-by-mvps.net
fluviusnet.be,0,fluviusnet.be
astrodistribuidora.com,0,astrodistribuidora.com
https://turman33.weebly.com/,1,turman33.weebly.com
panicware.com,0,panicware.com
https://pub-c7df17aad1184776bdcc3e5f19fa643e.r2.dev/index.html,1,pub-c7df17aad1184776bdcc3e5f19fa643e.r2.dev
https://webspectrummailauths.weebly.com/,1,webspectrummailauths.weebly.com
xher0.de,0,xher0.de
dmarcanalyzer.com,0,dmarcanalyzer.com
a3kvau184uea.com,0,a3kvau184uea.com
https://pay.paypagementoseguroltda.site/DYp0Zx0RPArZmvX?utm_source=organic&amp;utm_campaign=&amp;utm_medium=&amp;utm_content=&amp;utm_term=,1,pay.paypagementoseguroltda.site
beic.it,0,beic.it
http://cu04359.tw1.ru/web/depart.php,1,cu04359.tw1.ru
https://pub-f98c731a508b46c89b32b1149b269076.r2.dev/index.html,1,pub-f98c731a508b46c89b32b1149b269076.r2.dev
https://e-postada.firebaseapp.com/rnfaut.html?xml_id=/br_FR/Login?ID=086435,1,e-postada.firebaseapp.com
https://catalystbank.weebly.com/,1,catalystbank.weebly.com
https://metafb-9oog2cr.web.app/,1,metafb-9oog2cr.web.app
https://dekbsk2thsp.typeform.com/to/HiLLOgiJ,1,dekbsk2thsp.typeform.com
https://de-navigator.ai,1,de-navigator.ai
https://trunqbsp.com/,1,trunqbsp.com
https://c9e059a1.73634c9b2b1a997bd44876e7.workers.dev/,1,c9e059a1.73634c9b2b1a997bd44876e7.workers.dev
https://fr-mirabelles-89d18.web.app/,1,fr-mirabelles-89d18.web.app
librairies-alip.fr,0,librairies-alip.fr
consultcenter.com.br,0,consultcenter.com.br
http://circuitoguimaraesrosa.com.br/docinforetrive.ezz/?email=shay191@aol.com,1,circuitoguimaraesrosa.com.br
schooler.biz,0,schooler.biz
https://pub-5e8b10573a844297959463cf641d8f71.r2.dev/mulia.html,1,pub-5e8b10573a844297959463cf641d8f71.r2.dev
q85tm2.com,0,q85tm2.com
kurogames-ads.com,0,kurogames-ads.com
https://upgradecontrol.com/gaskczczbsnda/?sfnsn=mo,1,upgradecontrol.com
https://4qfw542.lat/ig7kcgpx/RUXGF1/dNrQdJ,1,4qfw542.lat
photoapp.org,0,photoapp.org
ahangify.com,0,ahangify.com
gentsnav.com,0,gentsnav.com
playhop.com,0,playhop.com
zee7borns.xyz,0,zee7borns.xyz
https://pub-fbbe318dbc994ca1a49eaf6564351296.r2.dev/index.html,1,pub-fbbe318dbc994ca1a49eaf6564351296.r2.dev
https://xpmqwrzt.com/l0RFiagYB5,1,xpmqwrzt.com
https://case100543765456.firebaseapp.com/,1,case100543765456.firebaseapp.com
ebc.mx,0,ebc.mx
unse4u.com,0,unse4u.com
rexue365.com,0,rexue365.com
https://app.biabonusclicks.live,1,app.biabonusclicks.live
https://sj7fhpln.r.eu-west-1.awstrack.me/I0/01020196c57ab22e-bbef6526-f110-4d09-9745-e4db5c40117d-000000/MP1DF6SIwWnbW08928KUnz6RJ7Q=425,1,sj7fhpln.r.eu-west-1.awstrack.me
https://17w0y6h6.forms.app/wisetranfert,1,17w0y6h6.forms.app
https://dev.bharmalsystems.net/gms,1,dev.bharmalsystems.net
https://wkufhwefehjwehdghbci.weebly.com/,1,wkufhwefehjwehdghbci.weebly.com
musees-normandie.fr,0,musees-normandie.fr
1win22084.ru,0,1win22084.ru
https://porala8119.wixsite.com/porala8119,1,porala8119.wixsite.com
https://zsmbra.weebly.com/,1,zsmbra.weebly.com
8b21a945159f23b740c836eb50953818.com,0,8b21a945159f23b740c836eb50953818.com
https://translation-service-houston.com/d59ed4/solit/login.php,1,translation-service-houston.com
https://nxbbifa.cn/v1.7/track/k23jpp0j,1,nxbbifa.cn
eprints.org,0,eprints.org
https://pub-20ffc8ffba1648ed81dd0d0a2cf70c1e.r2.dev/AMEPRIMME02843.html,1,pub-20ffc8ffba1648ed81dd0d0a2cf70c1e.r2.dev
hathawayfunerals.com,0,hathawayfunerals.com
https://rewhg-mtt3.web.app/,1,rewhg-mtt3.web.app
https://cmn-28797016380.southamerica-east1.run.app/,1,cmn-28797016380.southamerica-east1.run.app
https://homeaocaita.com/HomePage/,1,homeaocaita.com
ausopen.com,0,ausopen.com
https://pub-67936c280e6c4f24ae25f987a733c053.r2.dev/ivealwaysbeenafraidthatthismomentgonnacomeandiwouldntkhnowhowtohandleitimsoconfused.html,1,pub-67936c280e6c4f24ae25f987a733c053.r2.dev
https://jaodpeozix.firebaseapp.com/,1,jaodpeozix.firebaseapp.com
https://louuiscahuf.com/,1,louuiscahuf.com
https://case100985610961296312610.firebaseapp.com/,1,case100985610961296312610.firebaseapp.com
visualturk.net,0,visualturk.net
polene-paris.com,0,polene-paris.com
https://dhgfdsgynthfgds.weebly.com/,1,dhgfdsgynthfgds.weebly.com
https://trezor-walleett.blogspot.com/,1,trezor-walleett.blogspot.com
https://flowcv.me/bt-broadband3242ws,1,flowcv.me
liveact-vault.com,0,liveact-vault.com
mexhandcraft.com,0,mexhandcraft.com
broadwaymerchandiseshop.com,0,broadwaymerchandiseshop.com
https://swdagans0n1t3amsupp057coationseerv001centradmsectrewdarat1v3.weebly.com/,1,swdagans0n1t3amsupp057coationseerv001centradmsectrewdarat1v3.weebly.com
tomelloso.es,0,tomelloso.es
https://aditivosforte.com/all.html,1,aditivosforte.com
njta.com,0,njta.com
egeszsegkalauz.hu,0,egeszsegkalauz.hu
318bet17.com,0,318bet17.com
https://assets.devdesenvolvimento.com.br/ionswebmail.login/,1,assets.devdesenvolvimento.com.br
elektra.ru,0,elektra.ru
https://app.promocaododia.info/,1,app.promocaododia.info
https://florawales46.wixsite.com/arizona,1,florawales46.wixsite.com
eumeworld.com,0,eumeworld.com
https://mypageofficemailcheck.myportfolio.com/,1,mypageofficemailcheck.myportfolio.com
https://pub-979ede100f0c4e07867f4f81c1d13ec6.r2.dev/index.html,1,pub-979ede100f0c4e07867f4f81c1d13ec6.r2.dev
https://sparkass-sidcheck4.web.app/,1,sparkass-sidcheck4.web.app
alphabet.pl,0,alphabet.pl
https://waxcomail.weebly.com/,1,waxcomail.weebly.com
kaboom.org,0,kaboom.org
https://sms31-cledigitale.com/connexion,1,sms31-cledigitale.com
https://pub-411c3b2f7aa84062822e3b0a2b1e2e50.r2.dev/masterfile.html,1,pub-411c3b2f7aa84062822e3b0a2b1e2e50.r2.dev
https://vnmvbnmvbnmuiyuiyu56756756.pages.dev/,1,vnmvbnmvbnmuiyuiyu56756756.pages.dev
rezim.ir,0,rezim.ir
teamwish1.space,0,teamwish1.space
https://assistissuerequiedforupdagenow.hosted.phplist.com/lists/lt.php?tid=cE1RAlAGAw8ABh4CAQYEFQxWAwBJVgJVUBUDBFdSVgUJVVcFDFUeDgIBClBTBlYVWlECAUkAAgBUFQoFVwVMUAlUCghQC1RTUgEKHQBRVV0BVl5WSVIGUlcVBw4CU0wKXFNRHA1QVgQEV1BXBlRVAQ,1,assistissuerequiedforupdagenow.hosted.phplist.com
themwordmusicblog.co.uk,0,themwordmusicblog.co.uk
https://heartofiowamail.weebly.com/,1,heartofiowamail.weebly.com
proexe.com,0,proexe.com
https://bn1-cr.webcindario.com/,1,bn1-cr.webcindario.com
ispydiy.com,0,ispydiy.com
https://tar-nama.com,1,tar-nama.com
gpotato.com,0,gpotato.com
https://bafkreicpmmdtqref4t6focjnafbh5wzgeqwly45getafjrod7hgeafplse.ipfs.dweb.link/,1,bafkreicpmmdtqref4t6focjnafbh5wzgeqwly45getafjrod7hgeafplse.ipfs.dweb.link
https://bafkreifukht4ibaqbacohtpqxssl3leejkowrimolxee3zkh47dxeitrve.ipfs.dweb.link/,1,bafkreifukht4ibaqbacohtpqxssl3leejkowrimolxee3zkh47dxeitrve.ipfs.dweb.link
kisofukushima-ski.com,0,kisofukushima-ski.com
goldenclix.com,0,goldenclix.com
https://emailkr.weebly.com/,1,emailkr.weebly.com
https://alertadecuentas.webcindario.com/,1,alertadecuentas.webcindario.com
ethique.com,0,ethique.com
https://bafkreibaossdgxhj2tynfhjvyvmvidbisas3wdde5palor5oa5vercu4j4.ipfs.dweb.link/,1,bafkreibaossdgxhj2tynfhjvyvmvidbisas3wdde5palor5oa5vercu4j4.ipfs.dweb.link
https://mcvpxrsxreqa.myfunnelish.com/bt,1,mcvpxrsxreqa.myfunnelish.com
https://sp965047.sitebeat.crazydomains.com/,1,sp965047.sitebeat.crazydomains.com
komplettbedrift.no,0,komplettbedrift.no
https://lineheightborder.web.app/,1,lineheightborder.web.app
commonwealthcasualty.com,0,commonwealthcasualty.com
bc.support,0,bc.support
godox.com,0,godox.com
https://sistema-365-ec.webcindario.com/index.html,1,sistema-365-ec.webcindario.com
https://servic-overhaul.start.page/,1,servic-overhaul.start.page
https://pub-8b5d025763dc430f9b12d777221d0254.r2.dev/AMEEEP9394.html,1,pub-8b5d025763dc430f9b12d777221d0254.r2.dev
fancywin.win,0,fancywin.win
opora.ru,0,opora.ru
https://slfcu-7e2f7.firebaseapp.com/,1,slfcu-7e2f7.firebaseapp.com
click1s.com,0,click1s.com
https://fr-shumy.web.app/,1,fr-shumy.web.app
https://micro-105xp-joer896.weeblysite.com/,1,micro-105xp-joer896.weeblysite.com
https://vitale-corps.com/,1,vitale-corps.com
https://vfbgttytrcb.w3spaces.com/,1,vfbgttytrcb.w3spaces.com
https://new-document977.weebly.com/,1,new-document977.weebly.com
akimboclub.com,0,akimboclub.com
http://allegrolokalnie.pl-oferta095152120.cfd/oferta/gitara-elektryczna-2006-ibanez-js-1000-black-pearl-made-in-japan,1,allegrolokalnie.pl-oferta095152120.cfd
http://www.ales.nysa.pl/media/ppq/,1,www.ales.nysa.pl
drlumbar.hu,0,drlumbar.hu
elvetino.ch,0,elvetino.ch
https://videotronwebmai1.weebly.com/,1,videotronwebmai1.weebly.com
https://jhugyfdxzsxfcgvhbjn.weebly.com/,1,jhugyfdxzsxfcgvhbjn.weebly.com
https://threadandvelcrotfr.firebaseapp.com/,1,threadandvelcrotfr.firebaseapp.com
deck.lc,0,deck.lc
reamstories.com,0,reamstories.com
worldbackupday.com,0,worldbackupday.com
https://b74o64.webwave.dev/,1,b74o64.webwave.dev
arkansasethics.com,0,arkansasethics.com
wellclicks.com,0,wellclicks.com
simplevoice.us,0,simplevoice.us
aboplaysedap.skin,0,aboplaysedap.skin
https://iikimbra.weebly.com/,1,iikimbra.weebly.com
https://white-ar.com/?return_url=https://www.orange.fr/portail&_Authentication=ae68f129a67fe0bb72f5ec02f969219441d8fb20bfd56c010c04bb3db0a95db38b5b77a4f76beceee40978832cf2b4df631f24ef64bc8d37b47d5127,1,white-ar.com
vailresortscareers.com,0,vailresortscareers.com
asyawatch.com,0,asyawatch.com
https://pub-bf24647e843146a6a492b98bbb45b512.r2.dev/index.html,1,pub-bf24647e843146a6a492b98bbb45b512.r2.dev
hostprimer.com.br,0,hostprimer.com.br
elang212ion.com,0,elang212ion.com
https://webfhrhfsde.weebly.com/,1,webfhrhfsde.weebly.com
nevalink.net,0,nevalink.net
ces.com.mt,0,ces.com.mt
grupounibra.com,0,grupounibra.com
https://remarkable-blackberry-763894.framer.app/,1,remarkable-blackberry-763894.framer.app
pik-potsdam.de,0,pik-potsdam.de
https://vgf667dd.web.app/lm.html,1,vgf667dd.web.app
https://fghf67hthtt.weebly.com/,1,fghf67hthtt.weebly.com
eis.gov.lv,0,eis.gov.lv
https://hafalmanaba.blogspot.com/,1,hafalmanaba.blogspot.com
samaylive.com,0,samaylive.com
https://saga.so/4615d028-117e-49ee-936e-084c449a2a98,1,saga.so
addison-update.de,0,addison-update.de
https://allthingskenton.com/asp/docusign-envelope-security-verification/,1,allthingskenton.com
streamypros.com,0,streamypros.com
mspbots.ai,0,mspbots.ai
https://vpostelerc.firebaseapp.com/,1,vpostelerc.firebaseapp.com
rdimarketing.com,0,rdimarketing.com
milian.ai,0,milian.ai
csio.res.in,0,csio.res.in
7777125.xyz,0,7777125.xyz
https://iccu-ie.firebaseapp.com/,1,iccu-ie.firebaseapp.com
named.net,0,named.net
https://attonlineverification1.weebly.com/,1,attonlineverification1.weebly.com
pixel-crm.net,0,pixel-crm.net
huk24.de,0,huk24.de
avz-center.ru,0,avz-center.ru
clinicaloptions.com,0,clinicaloptions.com
https://smartsolhubnet.pages.dev/,1,smartsolhubnet.pages.dev
vixensfetishtheater.com,0,vixensfetishtheater.com
https://wpcuwright1.weebly.com/,1,wpcuwright1.weebly.com
105ikb.com,0,105ikb.com
https://letfinishthisonceagain.weebly.com/,1,letfinishthisonceagain.weebly.com
comparetwolists.com,0,comparetwolists.com
hitv.ltd,0,hitv.ltd
sparkasse-am-niederrhein.de,0,sparkasse-am-niederrhein.de
https://hjkl-db1e5.web.app/,1,hjkl-db1e5.web.app
ulife.com.br,0,ulife.com.br
https://app.formly.so/f/i8ujwt,1,app.formly.so
http://ukcoiinbseprolozisg.godaddysites.com,1,ukcoiinbseprolozisg.godaddysites.com
https://produbanec.webcindario.com/,1,produbanec.webcindario.com
mobile-promotion.com,0,mobile-promotion.com
https://pub-8e63259eff0b4937a0774c5beb36fae6.r2.dev/mistamandy71upda.html,1,pub-8e63259eff0b4937a0774c5beb36fae6.r2.dev
hatchvault.co.uk,0,hatchvault.co.uk
https://arvigmaii404.weebly.com/,1,arvigmaii404.weebly.com
li9a17-progalaxi.lat,0,li9a17-progalaxi.lat
samgarage.in,0,samgarage.in
lie.net,0,lie.net
https://app-convergepay.co.com/,1,app-convergepay.co.com
registroarchimede.it,0,registroarchimede.it
greendotonline.com,0,greendotonline.com
hi-precision.com.ph,0,hi-precision.com.ph
https://caseid100589734589347589435.firebaseapp.com/,1,caseid100589734589347589435.firebaseapp.com
luxeadventuretraveler.com,0,luxeadventuretraveler.com
https://rfhba.com/bill-new/,1,rfhba.com
https://customer-iam-297e8.firebaseapp.com/,1,customer-iam-297e8.firebaseapp.com
https://dayspringadmissions.firebaseapp.com/,1,dayspringadmissions.firebaseapp.com
lodephomnayvip.com,0,lodephomnayvip.com
radiostudio107milano.it,0,radiostudio107milano.it
lebronjames.com,0,lebronjames.com
1xbet-zuhd.top,0,1xbet-zuhd.top
https://httpshttpshttpshttpshttpshttpshttpshttpshttpshttpssporty.weebly.com/,1,httpshttpshttpshttpshttpshttpshttpshttpshttpshttpssporty.weebly.com
https://forms.app/form/6671211344ef84f12e915747,1,forms.app
https://warning-acounts.start.page/,1,warning-acounts.start.page
https://dorothypandorasbox.wixsite.com/my-site-1,1,dorothypandorasbox.wixsite.com
rehikon.fi,0,rehikon.fi
procor.be,0,procor.be
https://notedefraisbist.web.app/,1,notedefraisbist.web.app
greekhost.gr,0,greekhost.gr
https://lbpproseanhs.web.app/,1,lbpproseanhs.web.app
https://dappswalletsnode.web.app/,1,dappswalletsnode.web.app
https://homepage-teach.ghost.io/desktop/,1,homepage-teach.ghost.io
https://bafkreifzndah5r4hq5gvrzetwaaavn5zy6xdf7gw6ssp4uddfh5vme5l3e.ipfs.dweb.link/,1,bafkreifzndah5r4hq5gvrzetwaaavn5zy6xdf7gw6ssp4uddfh5vme5l3e.ipfs.dweb.link
https://storage-uuu-45t45aa.sfo3.digitaloceanspaces.com/cloud_billing_v6z.html?,1,storage-uuu-45t45aa.sfo3.digitaloceanspaces.com
https://www.aseguratuvida360.com/1/2/cardifseguritycolombia.php,1,www.aseguratuvida360.com
thepiratebay11.com,0,thepiratebay11.com
tobe-community.jp,0,tobe-community.jp
ksk-diepholz.de,0,ksk-diepholz.de
gourministeriet.dk,0,gourministeriet.dk
talentnetwork.vn,0,talentnetwork.vn
belumberuntung.xyz,0,belumberuntung.xyz
https://eboardaurthur.weeblysite.com/,1,eboardaurthur.weeblysite.com
stevelukather.com,0,stevelukather.com
https://retrieve-2d6f3.firebaseapp.com/,1,retrieve-2d6f3.firebaseapp.com
https://ybcgvuuumn.web.app/,1,ybcgvuuumn.web.app
musk-group.com,0,musk-group.com
https://2fhb0c.share-eu1.hsforms.com/207DmM6J_TwqosIcAwMrwMw,1,2fhb0c.share-eu1.hsforms.com
axparis.com,0,axparis.com
codearq.net,0,codearq.net
gsam.com,0,gsam.com
http://islahat.az/link.html,1,islahat.az
https://bmrrcjjjjwv.web.app/,1,bmrrcjjjjwv.web.app
https://uverdnes.cz/,1,uverdnes.cz
https://convite-31278553467.southamerica-east1.run.app/?giovannaangelr@hotmail.com,1,convite-31278553467.southamerica-east1.run.app
dnscontrol.top,0,dnscontrol.top
efendikral.com,0,efendikral.com
fikriyat.com,0,fikriyat.com
ispinnyworks.in,0,ispinnyworks.in
http://crispy-fortnight-mocha.vercel.app,1,crispy-fortnight-mocha.vercel.app
https://pub-5a533b66fc614517b92f5493ea982e93.r2.dev/index.html,1,pub-5a533b66fc614517b92f5493ea982e93.r2.dev
shinnihonseiyaku.co.jp,0,shinnihonseiyaku.co.jp
unicostudio.app,0,unicostudio.app
https://18outlook.weebly.com/,1,18outlook.weebly.com
https://livewithme-echa.weebly.com/,1,livewithme-echa.weebly.com
fritz.box,0,fritz.box
http://allegro.pl-oferta873590.cfd,1,allegro.pl-oferta873590.cfd
empiretoday.com,0,empiretoday.com
fridastore.com.ar,0,fridastore.com.ar
gameshop2000.ru,0,gameshop2000.ru
4x4megaworldonline.com,0,4x4megaworldonline.com
neurosciencenews.com,0,neurosciencenews.com
renn.es,0,renn.es
https://bhcdbjhcdbhcdhdh.weebly.com/,1,bhcdbjhcdbhcdhdh.weebly.com
https://pub-ed63458a17e048da8587e5eb322d4fa7.r2.dev/index.html,1,pub-ed63458a17e048da8587e5eb322d4fa7.r2.dev
https://mshparis1ntranet.weebly.com/,1,mshparis1ntranet.weebly.com
https://atmc-107564young.weeblysite.com/,1,atmc-107564young.weeblysite.com
scbanda.com,0,scbanda.com
https://moneyfusion.net/login?tab=signin&verified=failed,1,moneyfusion.net
nexc.cloud,0,nexc.cloud
https://bafkreicy7ht4ohaynzwjaq2wqfj3eqnho3uqckbgdimdvwjpd53d2uj72u.ipfs.dweb.link/,1,bafkreicy7ht4ohaynzwjaq2wqfj3eqnho3uqckbgdimdvwjpd53d2uj72u.ipfs.dweb.link
megasrv.de,0,megasrv.de
toreca.net,0,toreca.net
777betpk.com,0,777betpk.com
https://site-nd66k01c9.godaddysites.com/,1,site-nd66k01c9.godaddysites.com
https://azevilianmys.firebaseapp.com/,1,azevilianmys.firebaseapp.com
https://attupdateinfools.boxmode.io/,1,attupdateinfools.boxmode.io
https://dk11863350763.activehosted.com/admin/archived_user.php,1,dk11863350763.activehosted.com
1w3e4r.com,0,1w3e4r.com
https://out049340034365.firebaseapp.com/,1,out049340034365.firebaseapp.com
cicle.app,0,cicle.app
https://securitech-hk.com/docomo/,1,securitech-hk.com
rosettastoneenterprise.com,0,rosettastoneenterprise.com
https://xzsmoloutra.web.app/,1,xzsmoloutra.web.app
https://farayankarasetisnis.web.app/,1,farayankarasetisnis.web.app
retiolus.net,0,retiolus.net
realhosters.com,0,realhosters.com
fjc.gov,0,fjc.gov
atnews.it,0,atnews.it
forbes.com.au,0,forbes.com.au
https://hizli-basvurum.vip/hizligirisiniz.php,1,hizli-basvurum.vip
https://dqskdlqskdqsodlksqdq.blogspot.com/,1,dqskdlqskdqsodlksqdq.blogspot.com
https://exodusweb3-en-usa.pages.dev,1,exodusweb3-en-usa.pages.dev
dagensmenu.dk,0,dagensmenu.dk
sesebooks.com,0,sesebooks.com
save-on-crafts.com,0,save-on-crafts.com
https://teal-level-688649.framer.app/,1,teal-level-688649.framer.app
https://numerous-site-687350.framer.app/,1,numerous-site-687350.framer.app
gb8888.net,0,gb8888.net
https://pub-b0cd4defd5a74909a31ab4fa95047de2.r2.dev/link%20(15).html,1,pub-b0cd4defd5a74909a31ab4fa95047de2.r2.dev
https://ebanking-centier.web.app/,1,ebanking-centier.web.app
jkingsoft.com,0,jkingsoft.com
https://09636.weebly.com/,1,09636.weebly.com
groupdocs.cloud,0,groupdocs.cloud
https://darb.qmobility3.com/,1,darb.qmobility3.com
https://shentelnetsing.weebly.com/,1,shentelnetsing.weebly.com
https://cancelkly-northstar-user.firebaseapp.com/,1,cancelkly-northstar-user.firebaseapp.com
https://telkomupgrade.weebly.com/,1,telkomupgrade.weebly.com
https://joeherd.mvt.so/,1,joeherd.mvt.so
https://2farmersb4nk76.weebly.com/,1,2farmersb4nk76.weebly.com
https://kse65-7a22a.web.app/,1,kse65-7a22a.web.app
engagio.com,0,engagio.com
dt-updates.com,0,dt-updates.com
adexperu.edu.pe,0,adexperu.edu.pe
japeddesmid.cfd,0,japeddesmid.cfd
https://qdirjj.webwave.dev/,1,qdirjj.webwave.dev
cfmaeroengines.com,0,cfmaeroengines.com
https://po-trade.github.io/login/oauth2/signin.html,1,po-trade.github.io
slsc.org,0,slsc.org
https://grundwesterl.web.app/,1,grundwesterl.web.app
